hemp	hmp	ሀምፕ
peace	t͡sʼtʼt	ጸጥታ
silence	t͡sʼtʼt	ጸጥታ
still	t͡sʼtʼt	ጸጥታ
grit	t͡sʼt͡sʼr	ጸጸር
shingle	t͡sʼt͡sʼr	ጸጸር
pebble	t͡sʼt͡sʼr	ጸጸር
compunction	t͡sʼt͡sʼt	ጸጸት
contrition	t͡sʼt͡sʼt	ጸጸት
flat	t͡sʼfħ	ጸፊሕ
level	t͡sʼfħ	ጸፊሕ
spawn	t͡sʼfj	ጸፋዪ
slap	t͡sʼfʕ	ጸፍዐ
paw	t͡sʼfʕ	ጸፍዐ
whack	t͡sʼfʕ	ጸፍዐ
strike	t͡sʼfʕ	ጸፍዐ
flap	t͡sʼfʕ	ጸፍዐ
gust	t͡sʼfʕ	ጸፍዒ
squeak	t͡sʼt͡sʼt	ጺጽታ
hiss	t͡sʼt͡sʼt	ጺጽታ
enemy	t͡sʼlʔ	ጻላኢ
pot	t͡sʼħl	ጻሕሊ
exodus	t͡sʼʔt	ጻኦት
effort	t͡sʼʕr	ጻዕሪ
industry	t͡sʼʕr	ጻዕሪ
pain	t͡sʼʕr	ጻዕሪ
intensity	t͡sʼʕq	ጻዕቂ
congestion	t͡sʼʕq	ጻዕቂ
density	t͡sʼʕq	ጻዕቂ
white	t͡sʼʕd	ጻዕዳ
ivory	t͡sʼʕd	ጻዕዳ
saint	t͡sʼdqʰ	ጻድቕ
freak	t͡sʼll	ጽሉል
lunatic	t͡sʼll	ጽሉል
maniac	t͡sʼll	ጽሉል
anathema	t͡sʼlʔ	ጽሉእ
scum	t͡sʼll	ጽላ'ል
mania	t͡sʼll	ጽላለ
hysteria	t͡sʼll	ጽላለ
madness	t͡sʼll	ጽላለ
tutelage	t͡sʼll	ጽላል
awning	t͡sʼll	ጽላል
shade	t͡sʼll	ጽላል
table	t͡sʼlt	ጽላት
tablet	t͡sʼlt	ጽላት
slab	t͡sʼlt	ጽላት
sector	t͡sʼlt	ጽላት
animosity	t͡sʼlʔ	ጽልኢ
hate	t͡sʼlʔ	ጽልኢ
revulsion	t͡sʼlʔ	ጽልኢ
antipathy	t͡sʼlʔ	ጽልኢ
animus	t͡sʼlʔ	ጽልኢ
venom	t͡sʼlʔ	ጽልኢ
influence	t͡sʼlw	ጽልዋ
incidence	t͡sʼlw	ጽልዋ
radiation	t͡sʼlw	ጽልዋ
impact	t͡sʼlw	ጽልዋ
fax	t͡sʼħf	ጽሑፍ
novel	t͡sʼħf	ጽሑፍ
script	t͡sʼħf	ጽሑፍ
writing	t͡sʼħf	ጽሑፍ
spruce	t͡sʼħd	ጽሕዲ
fir	t͡sʼħd	ጽሕዲ
pine	t͡sʼħd	ጽሕዲ
fibre	t͡sʼħɡ	ጽሕጊ
synthesis	t͡sʼmr	ጽሙር
secret	t͡sʼmw	ጽሙው
complex	t͡sʼmr	ጽማረ
synthesis	t͡sʼmr	ጽማረ
synthesis	t͡sʼmr	ጽማሬ
epitome	t͡sʼmqʰʷ	ጽማቚ
juice	t͡sʼmqʰʷ	ጽማቝ
resume	t͡sʼmqʰʷ	ጽማቝ
outline	t͡sʼmqʰʷ	ጽማቝ
synopsis	t͡sʼmqʰʷ	ጽማቝ
summary	t͡sʼmqʰʷ	ጽማቝ
solitude	t͡sʼmw	ጽምዋ
loneliness	t͡sʼmw	ጽምዋ
twin	t͡sʼmd	ጽምዲ
pair	t͡sʼmd	ጽምዲ
couple	t͡sʼmd	ጽምዲ
distillation	t͡sʼrt	ጽረ'ት
star	t͡sʼrr	ጽሩራ
sweet	t͡sʼrj	ጽሩይ
liquid	t͡sʼrj	ጽሩይ
sapphire	t͡sʼrj	ጽሩይ
trim	t͡sʼrj	ጽሩይ
essence	t͡sʼrr	ጽራ'ር
chip	t͡sʼrb	ጽራብ
purification	t͡sʼrt	ጽሬት
enemy	t͡sʼrd	ጽርዲ
clearance	t͡sʼrɡ	ጽርጋ
tidiness	t͡sʼrt	ጽሮት
tolerance	t͡sʼrt	ጽሮት
cleanliness	t͡sʼrt	ጽሮት
sleeper	t͡sʼbqʰ	ጽቡቕ
beauty	t͡sʼbqʰ	ጽባቐ
stable	t͡sʼnʕ	ጽኑዕ
close	t͡sʼnʕ	ጽኑዕ
sound	t͡sʼnʕ	ጽኑዕ
extermination	t͡sʼnt	ጽንታ
annihilation	t͡sʼnt	ጽንታ
cape	t͡sʼnf	ጽንፊ
scowl	t͡sʼwɡ	ጽወጋ
chalice	t͡sʼwʔ	ጽዋእ
font	t͡sʼwʔ	ጽዋእ
energy	t͡sʼʕt	ጽዓት
corn	t͡sʼʕt	ጽዖት
delinquency	t͡sʼjqʰ	ጽየቓ
foul	t͡sʼjʔ	ጽዩእ
offensive	t͡sʼjf	ጽዩፍ
foul	t͡sʼjf	ጽዩፍ
blur	t͡sʼjqʰ	ጽያቕ
impropriety	t͡sʼjf	ጽያፍ
obscenity	t͡sʼjf	ጽያፍ
profanity	t͡sʼjf	ጽያፍ
dirt	t͡sʼjf	ጽያፍ
spring	t͡sʼdj	ጽድያ
rehabilitation	t͡sʼɡn	ጽገና
dependence	t͡sʼɡʕ	ጽጋዕ
mumps	t͡sʼɡʕ	ጽጌዕ
pearl	t͡sʼt͡sʼj	ጽጻይ
trim	t͡sʼft	ጽፈት
nice	t͡sʼff	ጽፉፍ
trim	t͡sʼff	ጽፉፍ
plane	t͡sʼfħ	ጽፍሒ
level	t͡sʼfħ	ጽፍሒ
nail	t͡sʼfr	ጽፍሪ
activity	t͡sʼtw	ጾታዊ
start	flm	ፈለመ
detection	flɡ	ፈለገ
footprint	flɡ	ፈለግ
tributary	flɡ	ፈለግ
river	flɡ	ፈለግ
bromide	fltʼ	ፈሊጥ
emigrant	fls	ፈላ'ሲ
beginner	flm	ፈላሚ
pioneer	flm	ፈላሚ
settler	fls	ፈላሲ
expert	fltʼ	ፈላጥ
practitioner	fltʼ	ፈላጥ
seedling	fls	ፈልሲ
hole	fħr	ፈሓረ
burrow	fħr	ፈሓረ
twist	fħs	ፈሓሰ
collapse	frs	ፈረሰ
cob	frs	ፈረስ
horse	frs	ፈረስ
ferret	frt	ፈረት
seed	frj	ፈረየ
sentence	frd	ፈረደ
try	frd	ፈረደ
funk	frħ	ፈራሕ
yellow	frħ	ፈራሕ
axis	frqʰ	ፈራቒ
progenitor	frj	ፈራዪ
macro	frj	ፈራዪ
judge	frd	ፈራዲ
arbitrator	frd	ፈራዲ
arbiter	frd	ፈራዲ
court	frd	ፈራዶ
remainder	frd	ፈራዶ
jury	frd	ፈራዶ
judiciary	frd	ፈራዶ
fear	frh	ፈርሀ
cow	frh	ፈርሀ
quail	frh	ፈርሀ
pulp	frs	ፈርሲ
gene	frʕ	ፈርዒ
weather	fsm	ፈሰመ
issue	fss	ፈሰሰ
flow	fss	ፈሰሰ
tribute	fss	ፈሰስ
juice	fss	ፈሳሲ
pump	fss	ፈሳሲ
fluid	fss	ፈሳሲ
liquid	fss	ፈሳሲ
valve	fss	ፈሳሲ
outlet	fss	ፈሳሲ
flop	fʃl	ፈሸለ
barrel	fʃt	ፈሸታ
police	fqʰj	ፈቐየ
patrol	fqʰj	ፈቐየ
consent	fqʰd	ፈቐደ
permit	fqʰd	ፈቐደ
grant	fqʰd	ፈቐደ
picket	fqʰj	ፈቓዪ
attempt	ftn	ፈተ'ነ
essay	ftn	ፈተ'ነ
try	ftn	ፈተ'ነ
experiment	ftn	ፈተ'ነ
spin	ftl	ፈተለ
overhaul	ftʃ	ፈተሸ
search	ftʃ	ፈተሸ
proof	ftn	ፈተነ
attempt	ftn	ፈተነ
try	ftn	ፈተነ
venture	ftn	ፈተነ
quiz	ftn	ፈተነ
trial	ftn	ፈተነ
examination	ftn	ፈተና
test	ftn	ፈተና
exam	ftn	ፈተና
experiment	ftn	ፈተና
like	ftw	ፈተወ
detective	ftʃ	ፈታሺ
examiner	ftn	ፈታኒ
lover	ftw	ፈታዊ
friend	ftw	ፈታዊ
pro	ftw	ፈታዊ
filament	ftl	ፈትሊ
strand	ftl	ፈትሊ
thread	ftl	ፈትሊ
yarn	ftl	ፈትሊ
line	ftl	ፈትሊ
cotton	ftl	ፈትሊ
divorce	ftħ	ፈትሐ
acquit	ftħ	ፈትሐ
answer	ftħ	ፈትሐ
release	ftħ	ፈትሐ
broadcast	fnw	ፈነወ
exhale	fnw	ፈነወ
broadcast	fnw	ፈነዋ
transmission	fnw	ፈነዋ
lightweight	fkʷs	ፈኲስ
cure	fws	ፈወሰ
healer	fws	ፈዋሲ
physician	fws	ፈዋሲ
potion	fws	ፈውሲ
medication	fws	ፈውሲ
drug	fws	ፈውሲ
panacea	fws	ፈውሲ
dosage	fws	ፈውሲ
remedy	fws	ፈውሲ
glaze	fzz	ፈዘዘ
dope	fzz	ፈዛዝ
alphabet	fdl	ፈደል
use	fdj	ፈደየ
rob	fɡr	ፈገረ
steal	fɡr	ፈገረ
burglar	fɡr	ፈገር
fiction	ftʼr	ፈጠራ
myth	ftʼr	ፈጠራ
generation	ftʼr	ፈጠራ
fabrication	ftʼr	ፈጠራ
speed	ftʼn	ፈጠነ
creator	ftʼr	ፈጣሪ
maker	ftʼr	ፈጣሪ
author	ftʼr	ፈጣሪ
lightning	ftʼn	ፈጣን
swift	ftʼn	ፈጣን
finish	ft͡sʼm	ፈጸመ
acne	ft͡sʼɡ	ፈጸጋ
agent	ft͡sʼm	ፈጻሚ
split	ft͡sʼħ	ፈጽሐ
bay	frd	ፉርዳ
bean	fxl	ፉኾሊ
bluster	fft	ፉፍታ
fillet	flt	ፊለቶ
movie	flm	ፊልም
film	flm	ፊልም
epilogue	flm	ፊልም
excerpt	flm	ፊልም
boom	fħt	ፊሕታ
bladder	fħɲ	ፊሕኛ
signature	frm	ፊርማ
barrel	fst	ፊስቶ
sob	fqʰt	ፊቕታ
letter	fdl	ፊደል
scythe	flʃ	ፋልሺ
blast	fmt	ፋምታ
passover	fsk	ፋሲካ
passover	fsɡ	ፋስጋ
lamp	fns	ፋኑስ
cleavage	fntʼ	ፋንጣ
ace	fntʼ	ፋንጣ
avenue	fntʼ	ፋንጣ
skein	fʔm	ፋእሚ
fauna	fwn	ፋውና
fruit	fjd	ፋይዳ
fife	fjf	ፋይፍ
green beans	fd͡ʒl	ፋጆሊ
bean	fd͡ʒl	ፋጆሊ
hiss	ft͡sʼj	ፋጸየ
gala	fst	ፌስታ
festival	fst	ፌስታ
exception	flj	ፍሉይ
individual	flj	ፍሉይ
society	flj	ፍሉይ
arrow	flt͡sʼ	ፍላጻ
weasel	fħr	ፍሒራ
groove	fħr	ፍሓ'ር
burrow	fħr	ፍሓ'ር
string	fħs	ፍሕሶ
twine	fħs	ፍሕሶ
bladder	fħɲ	ፍሕኛ
fruit	frt	ፍሩታ
wreckage	frs	ፍራስ
trepidation	frħ	ፍርሒ
horror	frħ	ፍርሒ
semi	frq	ፍርቂ
judgment	frd	ፍርዲ
award	frd	ፍርዲ
trial	frd	ፍርዲ
effusion	fst	ፍሰ'ት
influx	fst	ፍሰት
sewage	fss	ፍሳስ
joy	fsh	ፍስሃ
exhilaration	fsh	ፍስሃ
elation	fsh	ፍስሃ
butt	fst	ፍስቶ
tank	fst	ፍስቶ
barrel	fst	ፍስቶ
pet	fqʰr	ፍቑር
entree	fqʰd	ፍቓድ
approval	fqʰd	ፍቓድ
consent	fqʰd	ፍቓድ
volition	fqʰd	ፍቓድ
authorization	fqʰd	ፍቓድ
permission	fqʰd	ፍቓድ
worship	fqʰr	ፍቕሪ
love	fqʰr	ፍቕሪ
guard	fqʰj	ፍቕያ
outpost	fqʰj	ፍቕያ
patrol	fqʰj	ፍቕያ
verse	fqʰd	ፍቕዲ
count	fqʰd	ፍቕዲ
probe	ftʃ	ፍተሻ
loose	ftħ	ፍቱሕ
peach	ftw	ፍቱው
dear	ftw	ፍቱው
angel	ftw	ፍቱው
solution	ftħ	ፍታሕ
answer	ftħ	ፍታሕ
equity	ftħ	ፍትሒ
justice	ftħ	ፍትሒ
divorce	ftħ	ፍትሕ
volition	ftt	ፍቶት
morale	fnn	ፍናን
triumph	fnn	ፍናን
elation	fnn	ፍናን
medication	fws	ፍወሳ
therapy	fws	ፍወሳ
treatment	fws	ፍወሳ
trance	fzt	ፍዘት
stupor	fzt	ፍዘት
sip	fjt	ፍያቶ
flower	fjr	ፍዮሪ
theft	fɡr	ፍግሪ
creature	ftʼr	ፍጡር
whole	ft͡sʼm	ፍጹም
transaction	ft͡sʼm	ፍጻመ
incident	ft͡sʼm	ፍጻመ
episode	ft͡sʼm	ፍጻመ
coverage	ft͡sʼm	ፍጻመ
event	ft͡sʼm	ፍጻመ
scene	ft͡sʼm	ፍጻሜ
occurrence	ft͡sʼm	ፍጻሜ
affair	ft͡sʼm	ፍጻሜ
achievement	ft͡sʼm	ፍጻሜ
sheet paper	flj	ፎልዮ
leaf	flj	ፎልዮ
oven	frn	ፎርኖ
lining	fdr	ፎደራ
pedal	pdl	ፐዳለ
poodle	pdl	ፑድል
ph	pʔt͡ʃ	ፒኤች
plaza	pjs	ፒያሳ
piano	pjn	ፒያኖ
aspen	pjp	ፒዮፖ
psi	ptʔ	ፓ.ት.ኢ
pump	pmp	ፓምፓ
piston	pmp	ፓምፓ
party	prt	ፓርቲ
parody	prd	ፓሮዲ
pagoda	pɡd	ፓጎዳ
polity	plt	ፕሉቶ
pluto	plt	ፕሉቶ
copper	pls	ፖሊስ
police	pls	ፖሊስ
cop	pls	ፖሊስ
phalanx	pls	ፖሊስ
bobby	pls	ፖሊስ
pomp	pmp	ፖምፓ
pasta	pst	ፖሲት
pastry	pst	ፖሲት
potash	ptʃ	ፖታሽ
poker	pkr	ፖከር
